0.000000000000000000e+00,4.071203528572243435e+00,6.605281195519485671e+00
2.508568005384723687e+00,2.229274582843639774e+00,6.114521956705996075e+00
4.121077452867524471e+00,2.258799620418216580e+00,9.724541500787918125e+00
1.637768460612831989e+00,4.432379129214397473e+00,8.229445952821542676e+00
1.659903540537005506e+00,2.687934538633574455e+00,6.240733526636580208e+00
1.772378720310681111e+00,4.958679270454903865e+00,8.231579838972924890e+00
4.344170373278163133e+00,1.143760339720563346e+00,7.343358948052244983e+00
3.955703014519920568e+00,2.129573458300682010e+00,9.536816225579423545e+00
2.158598517785649928e+00,2.331700026713164231e+00,7.977798787746998244e+00
3.309894284467212788e+00,1.065422480187582899e+00,8.262433820272637064e+00
4.226097387688521501e+00,1.566394312572542968e-01,8.258365600176084342e+00
2.950664394157516579e+00,1.856271132567169468e+00,8.517619350915836662e+00
9.226329527245938911e-01,3.165207406849622984e+00,6.621240047992298372e+00
2.351025897736470416e+00,2.666906400600840943e+00,8.434155394520816529e+00
4.650705498632577317e+00,6.249642233369798738e-01,8.693209251323988696e+00
4.071203528572243435e+00,0.000000000000000000e+00,8.146726799731338176e+00
1.547469644588491455e+00,4.743799706190179322e+00,8.053575862255232920e+00
3.039916806767386070e+00,3.657556150506022341e+00,4.548874384544440375e+00
4.279517135143152018e+00,1.557840301485893697e+00,9.401871355117929596e+00
2.985728812262896881e+00,1.401610984387156922e+00,6.858180745008636947e+00
2.604186633343527291e+00,2.920257295764601135e+00,8.809004098516295400e+00
1.713305027975940087e+00,4.675275715092745976e+00,8.263912143641576336e+00
1.552860674305749367e+00,3.015373628821865548e+00,7.782717323347744021e+00
2.176026835761063261e+00,2.289642762441684631e+00,7.961749606394331380e+00
3.924869027629611207e+00,3.124981451516080644e-01,8.277625784858653191e+00
3.102042975129952751e+00,3.523579426621065824e+00,4.658306379216476500e+00
2.838581614180516244e+00,3.983744099180816622e+00,4.341110965919288134e+00
1.126070343724243639e+00,3.757060065334616006e+00,5.664720275564667062e+00
4.035600301140918056e+00,2.598381656253195615e+00,9.845193323385997175e+00
3.533949833248244410e+00,2.916187594262730887e+00,9.611967498866475168e+00
6.605281195519485671e+00,8.146726799731338176e+00,0.000000000000000000e+00
8.808592822064193584e+00,9.926504888794177361e+00,2.241355005036391734e+00
6.803204544153623523e+00,8.992405357403260524e+00,1.459775059192028657e+00
7.140577804039257792e+00,9.865179623509758855e+00,2.929083158652043828e+00
7.645491672288734719e+00,1.061910509360979127e+01,3.907269004614928765e+00
8.296633929161464138e+00,9.179951480406726816e+00,1.951919663941418692e+00
6.753179835014961441e+00,9.697126466440332493e+00,3.327409602400430710e+00
9.089902366294689173e+00,1.093214934151426476e+01,2.786976482478554562e+00
8.145688940631270469e+00,8.771409209679386976e+00,2.152361875038624195e+00
6.194791850859141746e+00,7.443227686435096579e+00,7.919400260958500137e-01
9.503484315629666668e+00,1.101171270480434572e+01,2.953592406737829190e+00
5.989647323861579054e+00,7.154203139615475493e+00,1.078371582042563226e+00
6.366937117570591553e+00,8.141407749139615291e+00,4.726160930258597181e-01
8.950867623574444210e+00,1.063819337704514467e+01,2.501705060232623179e+00
9.292215369504491562e+00,1.054098231893957838e+01,2.687399788418500357e+00
6.744613090507627362e+00,9.412876354577525362e+00,2.586878152901338268e+00
8.906718219614527143e+00,1.044240677726186028e+01,2.358614665304533009e+00
8.804472109268921542e+00,1.022163933049104401e+01,2.211492902413431771e+00
7.542741515433753818e+00,9.174070057061163297e+00,1.029160147833068306e+00
4.614029100329689825e+00,6.471810029160951494e+00,1.991700790198325022e+00
6.161810738375036678e+00,8.894392594604337177e+00,2.553899071070622639e+00
6.843841208894228423e+00,8.927336763733745073e+00,1.242957889452614317e+00
9.016596215368863909e+00,9.855598325428147177e+00,2.596788824971019150e+00
7.963988472924965478e+00,1.023719400114235434e+01,2.423441843322443834e+00
5.517946341005080413e+00,6.889668736174594521e+00,1.258378817367656666e+00
5.941826951687293246e+00,7.409534773174939026e+00,7.401763522096218573e-01
1.024534720120432674e+01,1.193074719737244571e+01,3.810598747618720861e+00
9.198308738427478204e+00,1.130960819798841044e+01,3.240466502313082753e+00
8.432142630601163091e+00,9.257347007773205405e+00,2.117829948644889715e+00
9.451881944179824302e+00,1.080099220401725191e+01,2.853581684242587624e+00
